drug_code,code_status,약품명,opening_qty,in_qty,used_qty,disposal_qty,return_qty,current_qty
DMVTSOL,CODE,더모베이트액25ml,3,0,0,0,0,3
,NOCODE,더모베이트연고,0,0,0,0,0,0
DMFIXCM3,CODE,더모픽스크림30g,2,0,0,0,0,2
DSN005,CODE,데소나로션0.05%(110g),6,0,0,0,0,6
,NOCODE,데소나비액10ml,0,0,0,0,0,0
DSWONON,CODE,데스원로션0.0.5% 110ml,0,0,0,0,0,0
,NOCODE,데옥손로오숀0.25%,0,0,0,0,0,0
DCLXSU,CODE,둘코락스좌약,474,0,0,0,0,474
DRTSONIT,CODE,듀라티얼즈안연고3.5g,5,0,0,0,0,5
SDRGSDTNSP12,CODE,듀로제식디트랜스12μg/5.25 ★,0,0,0,0,0,0
,NOCODE,듀로제식디트랜스패취50μg/h ★마약/7.5입고,0,0,0,0,0,0
DGTDR,CODE,디겐타점안액5mL,2,0,0,0,0,2
DQASED,CODE,디쿠아스점안액3% 5ml,0,0,0,0,0,0
CMT40,CODE,라이트올론점안액0.1%(6mL),9,0,0,0,0,9
SLTFLEYE,CODE,라이트플론티점안액6mL,4,0,0,0,0,4
LITEHA,CODE,라이트히알점안액0.1%(6mL),12,0,0,0,0,12
LTCRZMGLN,CODE,락티케어제마지스20g,1,0,0,0,0,1
LACTZM60,CODE,락티케어제마지스로션0.25%(60g),2,0,0,0,0,2
RBEED,CODE,레바아이점안액2%(1회용),130,0,0,0,0,130
,NOCODE,레보스타점안액,0,0,0,0,0,0
RSTSEDP,CODE,레스타시스점안액0.05%(1회용),30,0,0,0,0,30
LCRNL,CODE,로세릴네일라카3mL,4,0,0,0,0,4
RSDGL5,CODE,로시덴겔50g,33,0,0,0,0,33
RNVTNS,CODE,리노벤트비액15ml,0,0,0,0,0,0
RIVAPC5,CODE,리바그민패취5/30매,0,0,0,0,0,0
,NOCODE,리셀톤패취5,0,0,0,0,0,0
,NOCODE,리포직이디오점안겔/생산중단,0,0,0,0,0,0
RPGG,CODE,리포직점안겔,4,0,0,0,0,4
MXDXEYE,CODE,맥시덱스점안액 5ml,0,0,0,0,0,0
MJNCR,CODE,무조날크림15g,6,0,0,0,0,6
MUECONA5,CODE,뮤코나액5mL,312,0,0,0,0,312
,NOCODE,뮤코나액4ml,0,0,0,0,0,0
VIGELC105,CODE,바이겔크림,0,0,0,0,0,0
VHVRSPM,CODE,바헬바레스피맷_(60회)(다회용),1,0,0,0,0,1
VHVRSPMR,CODE,바헬바레스피맷_(60회)(리필용),1,0,0,0,0,1
,NOCODE,박테로신연고,0,0,0,0,0,0
BTR15,CODE,박트란연고15g,44,0,0,0,0,44
VGG,CODE,버간점안겔5g,0,0,0,0,0,0
,NOCODE,베아로반연고,0,0,0,0,0,0
BTB15,CODE,베타베이트연고,0,0,0,0,0,0
,NOCODE,벤토린네뷸2.5mg,0,0,0,0,0,0
VTLEV,CODE,벤토린에보할러,4,0,0,0,0,4
BRN5,CODE,브로낙점안액5mL,2,0,0,0,0,2
BRDT,CODE,브리딘티점안액0.15%(5mL),7,0,0,0,0,7
VGMOXEDR,CODE,비가목스점안액0.5% 5ml,0,0,0,0,0,0
BPT30,CODE,비판텐연고,0,0,0,0,0,0
GRUNEY,CODE,산텐가리유니점안액5mL,5,0,0,0,0,5
SBT,CODE,살부톨흡입액,908,0,0,0,0,908
LDMX6,CODE,삼아리도멕스로션60g,3,0,0,0,0,3
TANTAUM1,CODE,삼아탄툼액100mL,14,0,0,0,0,14
CTRPER,CODE,세트락살플러스점이액_,0,0,0,0,0,0
,NOCODE,수란트라크림1%,0,0,0,0,0,0
,NOCODE,스타그민패취10mg,0,0,0,0,0,0
SMZCR,CODE,실마진1%크림500g,1,0,0,0,0,1
,NOCODE,씨프로신에이치씨점이현탁액7ml,0,0,0,0,0,0
ANR62.5,CODE,아노로62.5엘립타750mg,0,0,0,0,0,0
ADVTOINT,CODE,아드반탄연고15g,3,0,0,0,0,3
AVENTRO,CODE,아벤트로흡입액,0,0,0,0,0,0
ACRSC20,CODE,아크라손크림,0,0,0,0,0,0
ATROVENT,CODE,아트로벤트흡입액유디비2mL,396,0,0,0,0,396
ALPTD-EV,CODE,알레파타딘점안액5ml,0,0,0,0,0,0
ALVESCO,CODE,알베스코흡입제160,4,0,0,0,0,4
APGPEYD,CODE,알파간피점안액0.15% 5ml,0,0,0,0,0,0
,NOCODE,알파간피점안액0.15% 5ml/브리딘티 변경,0,0,0,0,0,0
,NOCODE,에스로반연고10g,0,0,0,0,0,0
ESPSON,CODE,에스파손로션0.25%(20mL),5,0,0,0,0,5
EFXERS,CODE,에펙신이용액5mL,5,0,0,0,0,5
EXLPC10,CODE,엑셀론패취10/18mg,0,0,0,0,0,0
EXLPC5,CODE,엑셀론패취5/9mg,0,0,0,0,0,0
ELZED,CODE,엘라좁점안현탁액6mL,3,0,0,0,0,3
ELPLC,CODE,엘린플러스크림20g,3,0,0,0,0,3
EMLA5CREM,CODE,엠라5%크림5g,0,0,0,0,0,0
ORMDON,CODE,오라메디연고,7,0,0,0,0,7
OMCKECM,CODE,오메크린크림,15,0,0,0,0,15
OCRCONIT,CODE,오큐라신안연고5g,3,0,0,0,0,3
OCFLXEO5,CODE,오큐프록스안연고5g,11,0,0,0,0,11
OKLEY,CODE,오클점안액5ml,0,0,0,0,0,0
,NOCODE,옴나리스나잘스프레이120회,0,0,0,0,0,0
OPTGTEY,CODE,옵타젠트점안액10mL,4,0,0,0,0,4
URCON,CODE,유락신연고50g,10,0,0,0,0,10
,NOCODE,이소켓스프레이15ml/24.05.11삭제예정,0,0,0,0,0,0
IZB03,CODE,이즈바점안액0.003%(2.5mL),2,0,0,0,0,2
GVS,CODE,지노베타딘질좌제,23,0,0,0,0,23
KNMAZOVG10,CODE,카네마졸질정100mg,13,0,0,0,0,13
,NOCODE,카이닉스점안액,0,0,0,0,0,0
CCBT30,CODE,칼시베타연고30g,2,0,0,0,0,2
KTCL,CODE,케토크린플라스타(10X7㎠),336,0,0,0,0,336
,NOCODE,케토톱플라스타,0,0,0,0,0,0
CSSOP,CODE,코솝-에스점안액0.2mL(1회용),114,0,0,0,0,114
COSOEDR,CODE,코솝점안액5mL,3,0,0,0,0,3
QNVDEY,CODE,퀴노비드점안액5mL,12,0,0,0,0,12
CURELEN,CODE,큐아렌점안액10mL,1,0,0,0,0,1
D0562,CODE,큐앤큐바셀린윤나거즈,160,0,0,0,0,160
CRVTEY,CODE,크라비트점안액0.5%,8,0,0,0,0,8
CRAVTSOL,CODE,크라비트점안액1.5% 5ml,0,0,0,0,0,0
,NOCODE,클로르헥시딘액0.12% 100ml,0,0,0,0,0,0
TBRDEXEYE,CODE,토브라덱스점안액5mL,8,0,0,0,0,8
STRVCOTCM1,CODE,트라보코트크림15g,2,0,0,0,0,2
TRNC30,CODE,트로나인크림30g,25,0,0,0,0,25
PLGVAG,CODE,포리진질연질캡슐,0,0,0,0,0,0
,NOCODE,포스터100/6에이치에프에이120회,0,0,0,0,0,0
,NOCODE,풀미칸분무용현탁액,0,0,0,0,0,0
PLMCTRS,CODE,풀미코트레스퓰분무용현탁액0.5mg(mL),130,0,0,0,0,130
FUCRENLLQR,CODE,풀케어네일라카3.3ml,0,0,0,0,0,0
,NOCODE,프레드포르테점안액 5ml,0,0,0,0,0,0
URACR,CODE,한미유리아크림200mg(20g),8,0,0,0,0,8
HRPCIDEO,CODE,헤르페시드안연고3.5g,2,0,0,0,0,2
HMRX-CR,CODE,헤모렉스크림35g,4,0,0,0,0,4
HXMDSOL,CODE,헥사메딘액0.12%(100mL),14,0,0,0,0,14
,NOCODE,호쿠날린패취1mg/70s,0,0,0,0,0,0
FMLED5,CODE,후메론점안액5ml,0,0,0,0,0,0
HYALMAX015,CODE,히아루론맥스점안액0.15%(5mL),29,0,0,0,0,29
HYALMAX0.5,CODE,히아루론맥스점안액0.15%,0,0,0,0,0,0
HYALREY,CODE,히아루론점안액5ml,0,0,0,0,0,0
D0520,CODE,메디폼친수성드레싱10x10x5mm,50,0,0,0,0,50
BOSOMI,CODE,보소미 연고20g,12,0,0,0,0,12
EGFSP,CODE,이지에프외용액0.005%10mL,37,0,0,0,0,37
20006,CODE,티크앤이지227g,22,0,0,0,0,22
KJCEFT1,CODE,국제세프트리악손나트륨수화물주1g,44,0,0,0,0,44
KJCEFT2,CODE,국제세프트리악손나트륨수화물주2g,177,0,0,0,0,177
GRS300,CODE,그라신300프리필드시린지주0.7mL,8,0,0,0,0,8
NBT150,CODE,나보타주150unit,2,0,0,0,0,2
NBT50,CODE,나보타주50unit,0,0,0,0,0,0
,NOCODE,넥시움주,0,0,0,0,0,0
NRP10,CODE,노르핀주10mL,18,0,0,0,0,18
,NOCODE,노보래피드주100단위,0,0,0,0,0,0
7NVRPD,CODE,노보래피드플렉스펜주,0,0,0,0,0,0
,NOCODE,노보믹스30플렉스펜주100단위/mL,0,0,0,0,0,0
20ALB1,CODE,녹십자-알부민주20%,3,0,0,0,0,3
D0432,CODE,대한멸균생리식염수100ml/20개,0,0,0,0,0,0
D0433,CODE,대한멸균생리식염수100ml/50개,0,0,0,0,0,0
D0434,CODE,대한멸균생리식염수20ml/50pp,0,0,0,0,0,0
DH20,CODE,대한멸균증류수20ml,150,0,0,0,0,150
7ATRP,CODE,대한아트로핀황산염주사액1mL,30,0,0,0,0,30
,NOCODE,대한에피네프린주사액/제일약품으로 변경,0,0,0,0,0,0
7NACLDH,CODE,대한염화나트륨40주사액(20mL),33,0,0,0,0,33
7PTSMCLDH,CODE,대한염화칼륨40(20mL),42,0,0,0,0,42
DNGJ,CODE,데노간주,63,0,0,0,0,63
,NOCODE,동광메로페넴주500mg,0,0,0,0,0,0
7LSX,CODE,라식스주사2mL,59,0,0,0,0,59
7LNTSS,CODE,란투스주솔로스타3mL,16,0,0,0,0,16
LVXJ100,CODE,레복스주,173,0,0,0,0,173
RBNN3,CODE,리보뉴앤주,10,0,0,0,0,10
MUJ25C,CODE,마운자로프리필드펜주2.5mg,0,0,0,0,0,0
7MPR,CODE,맥페란주사액2mL,29,0,0,0,0,29
MEPEM1,CODE,메펨주1g,254,0,0,0,0,254
MINOPAN,CODE,명문이노판주5mL,63,0,0,0,0,63
FLMN05,CODE,명문플루마제닐주0.5mg/플루닐주사대체,0,0,0,0,0,0
7HLPRD,CODE,명인할로페리돌주사1mL,8,0,0,0,0,8
MCRPRFD,CODE,미쎄라프리필드주150μg(0.3mL),1,0,0,0,0,1
,NOCODE,박씨그리프테트라주(인플루엔자분할백신)0.5 mL,0,0,0,0,0,0
,NOCODE,베클루리주,0,0,0,0,0,0
,NOCODE,보령세프트리악손주2g,0,0,0,0,0,0
7VTDB,CODE,본디업주1mL,3,0,0,0,0,3
,NOCODE,본비바주,0,0,0,0,0,0
,NOCODE,부광미다졸람주사5mg,0,0,0,0,0,0
,NOCODE,비씨디클로페낙나트륨주사,0,0,0,0,0,0
,NOCODE,비유피-4정 20mg,0,0,0,0,0,0
,NOCODE,비타민케이1주사액,0,0,0,0,0,0
7BCHX,CODE,삐콤헥사주2mL,65,0,0,0,0,65
,NOCODE,삭센다펜주6mg,0,0,0,0,0,0
7DAZP,CODE,삼진디아제팜주,0,0,0,0,0,0
NS250,CODE,생리식염키트주사100mL,72,0,0,0,0,72
CRBR10,CODE,세레브로리진주,0,0,0,0,0,0
,NOCODE,세파짐주1g,0,0,0,0,0,0
CFTZ1,CODE,세프타짐주1g,0,0,0,0,0,0
,NOCODE,스카이셀플루4가PFS 0.5ml_,0,0,0,0,0,0
,NOCODE,스카이셀플루4가PFS 0.5ml_,0,0,0,0,0,0
SKYZST1,CODE,스카이조스터주,2,0,0,0,0,2
7GTMC,CODE,신풍겐타마이신주80mg,0,0,0,0,0,0
,NOCODE,신풍디클로페낙나트륨주,0,0,0,0,0,0
,NOCODE,신풍로이솔주사액2ml,0,0,0,0,0,0
,NOCODE,신풍세프악손주,0,0,0,0,0,0
,NOCODE,신풍세프테졸나트륨주/생산중단,0,0,0,0,0,0
,NOCODE,신풍아미카신황산염250mg,0,0,0,0,0,0
,NOCODE,신풍트라마돌염산염주,0,0,0,0,0,0
,NOCODE,신풍파세타주,0,0,0,0,0,0
SGRX1,CODE,싱그릭스주[대상포진바이러스백신(유전자재조합)],8,0,0,0,0,8
ANCINJ,CODE,아나칼주,10,0,0,0,0,10
7ADNCR,CODE,아데노코주사,0,0,0,0,0,0
ALXJ,CODE,아록솔주2mL,710,0,0,0,0,710
ASKCJ,CODE,아스카신주2mL,540,0,0,0,0,540
7ATV2,CODE,아티반주사1mL,17,0,0,0,0,17
SAPDRSOL3,CODE,애피드라주솔로스타3mL,5.163,0,0,0,0,5.163
ESMCJ,CODE,에소마크주,10,0,0,0,0,10
,NOCODE,에스포젠프리필드주2000iu,0,0,0,0,0,0
EPRJ05,CODE,에포론주사액프리필드시린지2000IU,6,0,0,0,0,6
EPSIS,CODE,에포시스프리필드시린지주2000IU(0.5mL),6,0,0,0,0,6
7EPLAMI,CODE,에필람주,0,0,0,0,0,0
ENPBJ,CODE,엔피본주3ml,0,0,0,0,0,0
ASMD1,CODE,오스마돌주,0,0,0,0,0,0
AUSTA,CODE,오스타렌주2mL,49,0,0,0,0,49
WGV05C,CODE,위고비프리필드펜0.5mg,0,0,0,0,0,0
UNPRT45,CODE,유니페라탐주4.5g,0,0,0,0,0,0
YOODRON,CODE,유드론주3mL,5,0,0,0,0,5
,NOCODE,유영레보플록사신주250mg/미사용제약사반품,0,0,0,0,0,0
,NOCODE,유영레보플록사신주500mg,0,0,0,0,0,0
YCFTZ1,CODE,유영세프타지딤주1g,204,0,0,0,0,204
,NOCODE,유한메로펜주사0.5g,0,0,0,0,0,0
,NOCODE,유한쓰리챔버페리주561ml,0,0,0,0,0,0
7VCMYC,CODE,이노엔반코마이신염산염주1g,25.200000000000003,0,0,0,0,25.200000000000003
IVZ1,CODE,인반즈주1g,10,0,0,0,0,10
ZYVOX,CODE,자이복스주2mg(300mL),18,0,0,0,0,18
JWCPRFL,CODE,제이더블유생명시프로플록사신주0.4g(200mL),23,0,0,0,0,23
JLLDCI,CODE,제일리도카인주사액,7,0,0,0,0,7
7ATRPJL,CODE,제일아트로핀황산염주사액,0,0,0,0,0,0
EPNPR,CODE,제일에피네프린주사액1mL,54,0,0,0,0,54
,NOCODE,제일탄산수소나트륨주사액8.4%/폐기,0,0,0,0,0,0
,NOCODE,젠트리주1g,0,0,0,0,0,0
TETRA6,CODE,지씨플루프리필드시린지주/독감_어르신0.5ml,0,0,0,0,0,0
TETRA5,CODE,지씨플루프리필드시린지주/독감_지자체0.5ml,0,0,0,0,0,0
TT-FLU44,CODE,지씨플루프리필드시린지주PFS/독감_일반0.5ml,0,0,0,0,0,0
KAXJ2,CODE,케이악손주2g,0,0,0,0,0,0
KRSCFTR,CODE,코러스세프트리악손나트륨주1g,0,0,0,0,0,0
CMNTLP,CODE,코미나티엘피에이트원프리필드시린지0.3mL,7,0,0,0,0,7
,NOCODE,코미나티제이엔원주2.25ml/24년 코로나백신/모두사용,0,0,0,0,0,0
,NOCODE,코박스플루4가PF주0.5ml,0,0,0,0,0,0
COLIS,CODE,콜리스주,45,0,0,0,0,45
,NOCODE,크녹산주60mg/23.9.30,0,0,0,0,0,0
7CLMOXI,CODE,크라목신주0.6g,30,0,0,0,0,30
7CLMX,CODE,크라목신주1.2g,27,0,0,0,0,27
TABACTAM,CODE,타박탐주4.5g,267,0,0,0,0,267
TPC400,CODE,타포신주400mg,24,0,0,0,0,24
,NOCODE,투제오주솔로스타,0,0,0,0,0,0
TRSBFXTC1,CODE,트레시바플렉스터치주100단위3mL,12.841900000000003,0,0,0,0,12.841900000000003
TROL1,CODE,트롤주1mL,231.5,0,0,0,0,231.5
,NOCODE,트리암시놀론주사50mg,0,0,0,0,0,0
7TRM-TPI,CODE,트리암주,27,0,0,0,0,27
TRIZELE,CODE,트리젤주100mL(PP),20,0,0,0,0,20
7TIR,CODE,티램주3mL,50,0,0,0,0,50
PNRINJ15,CODE,파노린주사1mL,20,0,0,0,0,20
7PANTOLOC,CODE,판토록주사,21,0,0,0,0,21
,NOCODE,포스테오주2.4,0,0,0,0,0,0
,NOCODE,포폴주사12ml,0,0,0,0,0,0
PURAX,CODE,푸락스주1mL,50,0,0,0,0,50
PRDX23-6,CODE,프로디악스-23,10,0,0,0,0,10
PROLIA,CODE,프롤리아프리필드시린지1mL,4,0,0,0,0,4
PRVN13I,CODE,프리베나13주 단백접합백신,1,0,0,0,0,1
PRVN20PFS,CODE,프리베나20프리필드시린지,2,0,0,0,0,2
PREPENEM,CODE,프리페넴주500mg,93,0,0,0,0,93
,NOCODE,플루닐주사/플루마제닐주 대체,0,0,0,0,0,0
7FIASPFT,CODE,피아스프플렉스터치주100단위3mL,11.372,0,0,0,0,11.372
,NOCODE,하이알 원샷주,0,0,0,0,0,0
7HYALF,CODE,하이알포르테주2mL,3,0,0,0,0,3
,NOCODE,훌그램주사,0,0,0,0,0,0
HDXI,CODE,휴닥신주,4,0,0,0,0,4
SHMLGM25KP,CODE,휴마로그믹스25퀵펜주,0,0,0,0,0,0
7HUMLGIJ,CODE,휴마로그주100단위/mL,4,0,0,0,0,4
7HMLGKWPI,CODE,휴마로그퀵펜주100IU3mL,5,0,0,0,0,5
7DEXAMTS,CODE,휴메딕스덱사메타손포스페이트이나트륨주사1mL,67.5,0,0,0,0,67.5
7HMLR,CODE,휴물린알주100단위,2.642,0,0,0,0,2.642
7DOPA,CODE,휴온스도파민주사액,0,0,0,0,0,0
,NOCODE,휴온스비타디본주,0,0,0,0,0,0
7AMNPLH,CODE,휴온스아미노필린주사액10mL,25,0,0,0,0,25
7CLPNRM,CODE,휴온스클로르페니라민말레산염주사액2mL,89,0,0,0,0,89
